,Unnamed: 0,loss,val_acc,_timestamp,_time_this_iter_s,_training_iteration,time_this_iter_s,done,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/train_loop_config/FUSION_N,config/train_loop_config/SCALING_N,config/train_loop_config/batch_size,config/train_loop_config/dataset,config/train_loop_config/gamma,config/train_loop_config/lr,config/train_loop_config/momentum,config/train_loop_config/seed,logdir
41,6,1.1327698230743408,0.6031999588012695,1682381761,15.44533085823059,50,15.17273235321045,True,50,b38f6_F0004,6a41abb6434a4f2684ca4d1a12c707ab,2023-04-25_08-16-01,1682381761,773.025960445404,3451196,slabgpu03,10.100.79.96,773.025960445404,0,50,0.1091928482055664,8,8,128,cifar10,0.54,0.0663,0.91,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0004_hydro_2023-04-25_08-03-04
42,6,0.7794099450111389,0.7287999987602234,1682381761,15.44533085823059,50,15.17273235321045,True,50,b38f6_F0004,6a41abb6434a4f2684ca4d1a12c707ab,2023-04-25_08-16-01,1682381761,773.025960445404,3451196,slabgpu03,10.100.79.96,773.025960445404,0,50,0.1091928482055664,8,8,128,cifar10,0.07,0.0054,0.808,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0004_hydro_2023-04-25_08-03-04
43,6,0.7838372588157654,0.7307999730110168,1682381761,15.44533085823059,50,15.17273235321045,True,50,b38f6_F0004,6a41abb6434a4f2684ca4d1a12c707ab,2023-04-25_08-16-01,1682381761,773.025960445404,3451196,slabgpu03,10.100.79.96,773.025960445404,0,50,0.1091928482055664,8,8,128,cifar10,0.4,0.1217,0.51,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0004_hydro_2023-04-25_08-03-04
44,7,2.0947320461273193,0.2549999952316284,1682381749,14.664069175720217,50,14.665548086166382,True,50,b38f6_F0005,a7e9ff7826564a30a5f615dd32370c23,2023-04-25_08-15-49,1682381749,737.0307190418243,3464377,slabgpu03,10.100.79.96,737.0307190418243,0,50,0.1216199398040771,8,8,128,cifar10,0.42,0.30710000000000004,0.981,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0005_hydro_2023-04-25_08-03-28
45,7,0.7367560863494873,0.7396000027656555,1682381749,14.664069175720217,50,14.665548086166382,True,50,b38f6_F0005,a7e9ff7826564a30a5f615dd32370c23,2023-04-25_08-15-49,1682381749,737.0307190418243,3464377,slabgpu03,10.100.79.96,737.0307190418243,0,50,0.1216199398040771,8,8,128,cifar10,0.54,0.0039000000000000003,0.8180000000000001,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0005_hydro_2023-04-25_08-03-28
46,7,1.0341546535491943,0.6333000063896179,1682381749,14.664069175720217,50,14.665548086166382,True,50,b38f6_F0005,a7e9ff7826564a30a5f615dd32370c23,2023-04-25_08-15-49,1682381749,737.0307190418243,3464377,slabgpu03,10.100.79.96,737.0307190418243,0,50,0.1216199398040771,8,8,128,cifar10,0.87,0.1889,0.545,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0005_hydro_2023-04-25_08-03-28
47,7,0.9090497493743896,0.6898999810218811,1682381749,14.664069175720217,50,14.665548086166382,True,50,b38f6_F0005,a7e9ff7826564a30a5f615dd32370c23,2023-04-25_08-15-49,1682381749,737.0307190418243,3464377,slabgpu03,10.100.79.96,737.0307190418243,0,50,0.1216199398040771,8,8,128,cifar10,0.5,0.025900000000000003,0.89,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0005_hydro_2023-04-25_08-03-28
48,7,1.131305456161499,0.5837000012397766,1682381749,14.664069175720217,50,14.665548086166382,True,50,b38f6_F0005,a7e9ff7826564a30a5f615dd32370c23,2023-04-25_08-15-49,1682381749,737.0307190418243,3464377,slabgpu03,10.100.79.96,737.0307190418243,0,50,0.1216199398040771,8,8,128,cifar10,0.8200000000000001,0.001,0.771,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0005_hydro_2023-04-25_08-03-28
49,7,1.5893571376800537,0.40129998326301575,1682381749,14.664069175720217,50,14.665548086166382,True,50,b38f6_F0005,a7e9ff7826564a30a5f615dd32370c23,2023-04-25_08-15-49,1682381749,737.0307190418243,3464377,slabgpu03,10.100.79.96,737.0307190418243,0,50,0.1216199398040771,8,8,128,cifar10,0.19,0.00030000000000000003,0.865,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0005_hydro_2023-04-25_08-03-28
50,7,1.6987662315368652,0.35009998083114624,1682381749,14.664069175720217,50,14.665548086166382,True,50,b38f6_F0005,a7e9ff7826564a30a5f615dd32370c23,2023-04-25_08-15-49,1682381749,737.0307190418243,3464377,slabgpu03,10.100.79.96,737.0307190418243,0,50,0.1216199398040771,8,8,128,cifar10,0.27,0.0006000000000000001,0.515,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0005_hydro_2023-04-25_08-03-28
51,7,1.2542097568511963,0.5676999688148499,1682381749,14.664069175720217,50,14.665548086166382,True,50,b38f6_F0005,a7e9ff7826564a30a5f615dd32370c23,2023-04-25_08-15-49,1682381749,737.0307190418243,3464377,slabgpu03,10.100.79.96,737.0307190418243,0,50,0.1216199398040771,8,8,128,cifar10,0.77,0.2199,0.732,10,/home/qhhu/ray_results/HydroTrainer_b38f6_F0005_hydro_2023-04-25_08-03-28
